Date,exchange_rate
2010-09-02,1184.5999755859375
2010-09-03,1178.300048828125
2010-09-06,1172.0
2010-09-07,1173.0
2010-09-08,1181.0
2010-09-09,1170.800048828125
2010-09-10,1167.800048828125
2010-09-13,1166.0999755859375
2010-09-14,1160.4000244140625
2010-09-15,1161.0999755859375
2010-09-16,1157.9000244140625
2010-09-17,1161.9000244140625
2010-09-20,1159.9000244140625
2010-09-21,1162.0
2010-09-22,1148.699951171875
2010-09-23,1158.5
2010-09-24,1152.5999755859375
2010-09-27,1154.199951171875
2010-09-28,1148.5
2010-09-29,1145.699951171875
2010-09-30,1139.199951171875
2010-10-01,1137.199951171875
2010-10-04,1128.5999755859375
2010-10-05,1123.300048828125
2010-10-06,1129.4000244140625
2010-10-07,1117.300048828125
2010-10-08,1115.199951171875
2010-10-11,1092.5999755859375
2010-10-12,1100.199951171875
2010-10-13,1124.0
2010-10-14,1118.0999755859375
2010-10-15,1109.699951171875
2010-10-18,1111.5
2010-10-19,1119.699951171875
2010-10-20,1133.800048828125
2010-10-21,1123.5999755859375
2010-10-22,1132.5999755859375
2010-10-25,1122.0999755859375
2010-10-26,1117.9000244140625
2010-10-27,1123.0999755859375
2010-10-28,1132.4000244140625
2010-10-29,1132.4000244140625
2010-11-01,1117.199951171875
2010-11-02,1114.0999755859375
2010-11-03,1111.0
2010-11-04,1101.699951171875
2010-11-05,1104.9000244140625
2010-11-08,1105.199951171875
2010-11-09,1119.699951171875
2010-11-10,1118.800048828125
2010-11-11,1105.5999755859375
2010-11-12,1114.0
2010-11-15,1126.5999755859375
2010-11-16,1138.0999755859375
2010-11-17,1131.9000244140625
2010-11-18,1144.0
2010-11-19,1126.300048828125
2010-11-22,1123.5999755859375
2010-11-23,1128.0
2010-11-24,1163.4000244140625
2010-11-25,1147.199951171875
2010-11-26,1141.0
2010-11-29,1154.9000244140625
2010-11-30,1163.0
2010-12-01,1161.0999755859375
2010-12-02,1151.0999755859375
2010-12-03,1150.300048828125
2010-12-06,1132.800048828125
2010-12-07,1135.5999755859375
2010-12-08,1136.0
2010-12-09,1141.0
2010-12-10,1136.4000244140625
2010-12-13,1145.9000244140625
2010-12-14,1144.199951171875
2010-12-15,1141.300048828125
2010-12-16,1162.0
2010-12-17,1151.0999755859375
2010-12-20,1143.0
2010-12-21,1154.5999755859375
2010-12-22,1158.699951171875
2010-12-23,1150.699951171875
2010-12-24,1149.0999755859375
2010-12-27,1125.5
2010-12-28,1144.0999755859375
2010-12-29,1146.5
2010-12-30,1139.199951171875
2010-12-31,1127.0999755859375
2011-01-03,1122.4000244140625
2011-01-04,1124.800048828125
2011-01-05,1122.0
2011-01-06,1128.0
2011-01-07,1125.800048828125
2011-01-10,1124.0
2011-01-11,1125.4000244140625
2011-01-12,1124.300048828125
2011-01-13,1105.5999755859375
2011-01-14,1110.9000244140625
2011-01-17,1091.4000244140625
2011-01-18,1115.4000244140625
2011-01-19,1111.9000244140625
2011-01-20,1116.0
2011-01-21,1100.199951171875
2011-01-24,1114.0999755859375
2011-01-25,1120.0999755859375
2011-01-26,1117.300048828125
2011-01-27,1114.5
2011-01-28,1110.800048828125
2011-01-31,1117.4000244140625
2011-02-01,1118.5999755859375
2011-02-02,1109.9000244140625
2011-02-03,1109.9000244140625
2011-02-04,1115.5999755859375
2011-02-07,1113.4000244140625
2011-02-08,1099.9000244140625
2011-02-09,1104.4000244140625
2011-02-10,1104.0
2011-02-11,1122.800048828125
2011-02-14,1125.800048828125
2011-02-15,1124.800048828125
2011-02-16,1121.0
2011-02-17,1114.5
2011-02-18,1113.0
2011-02-21,1107.0999755859375
2011-02-22,1117.4000244140625
2011-02-23,1126.5
2011-02-24,1126.0999755859375
2011-02-25,1129.9000244140625
2011-02-28,1127.0999755859375
2011-03-01,1121.199951171875
2011-03-02,1126.0
2011-03-03,1122.5
2011-03-04,1115.9000244140625
2011-03-07,1116.0
2011-03-08,1118.4000244140625
2011-03-09,1115.300048828125
2011-03-10,1115.800048828125
2011-03-11,1125.0
2011-03-14,1119.300048828125
2011-03-15,1126.0999755859375
2011-03-16,1136.199951171875
2011-03-17,1138.5999755859375
2011-03-18,1131.800048828125
2011-03-21,1124.5999755859375
2011-03-22,1118.300048828125
2011-03-23,1123.5
2011-03-24,1124.9000244140625
2011-03-25,1119.0999755859375
2011-03-28,1113.4000244140625
2011-03-29,1112.9000244140625
2011-03-30,1109.5999755859375
2011-03-31,1098.300048828125
2011-04-01,1099.199951171875
2011-04-04,1085.199951171875
2011-04-05,1086.5
2011-04-06,1087.199951171875
2011-04-07,1083.300048828125
2011-04-08,1087.699951171875
2011-04-11,1079.5999755859375
2011-04-12,1087.0
2011-04-13,1090.0
2011-04-14,1088.300048828125
2011-04-18,1089.300048828125
2011-04-19,1090.0999755859375
2011-04-20,1084.300048828125
2011-04-21,1076.5
2011-04-22,1081.0
2011-04-25,1080.800048828125
2011-04-26,1079.300048828125
2011-04-27,1078.0999755859375
2011-04-28,1070.0
2011-04-29,1068.800048828125
2011-05-02,1069.5999755859375
2011-05-03,1068.0
2011-05-04,1073.699951171875
2011-05-05,1077.699951171875
2011-05-06,1083.699951171875
2011-05-09,1095.5
2011-05-10,1075.0999755859375
2011-05-11,1077.699951171875
2011-05-12,1079.699951171875
2011-05-13,1086.9000244140625
2011-05-16,1091.0
2011-05-17,1095.5999755859375
2011-05-18,1062.699951171875
2011-05-19,1087.800048828125
2011-05-20,1080.699951171875
2011-05-23,1087.0
2011-05-24,1095.199951171875
2011-05-25,1093.0999755859375
2011-05-26,1102.199951171875
2011-05-27,1084.9000244140625
2011-05-30,1080.4000244140625
2011-05-31,1075.300048828125
2011-06-01,1073.4000244140625
2011-06-02,1082.800048828125
