Date,Close
2014-12-12 00:00:00+09:00,2986.111083984375
2014-12-15 00:00:00+09:00,3152.77783203125
2014-12-16 00:00:00+09:00,2958.333251953125
2014-12-17 00:00:00+09:00,2916.666748046875
2014-12-18 00:00:00+09:00,3118.0556640625
2014-12-19 00:00:00+09:00,3250.0
2014-12-22 00:00:00+09:00,3513.888916015625
2014-12-23 00:00:00+09:00,3451.388916015625
2014-12-24 00:00:00+09:00,3652.77783203125
2014-12-26 00:00:00+09:00,3618.0556640625
2014-12-29 00:00:00+09:00,3506.9443359375
2014-12-30 00:00:00+09:00,3493.0556640625
2015-01-02 00:00:00+09:00,3486.111083984375
2015-01-05 00:00:00+09:00,3666.666748046875
2015-01-06 00:00:00+09:00,3680.5556640625
2015-01-07 00:00:00+09:00,3625.0
2015-01-08 00:00:00+09:00,3625.0
2015-01-09 00:00:00+09:00,3513.888916015625
2015-01-12 00:00:00+09:00,3562.5
2015-01-13 00:00:00+09:00,3652.77783203125
2015-01-14 00:00:00+09:00,3902.77783203125
2015-01-15 00:00:00+09:00,4097.22216796875
2015-01-16 00:00:00+09:00,4097.22216796875
2015-01-19 00:00:00+09:00,4555.5556640625
2015-01-20 00:00:00+09:00,4736.111328125
2015-01-21 00:00:00+09:00,4701.388671875
2015-01-22 00:00:00+09:00,4652.77783203125
2015-01-23 00:00:00+09:00,4618.0556640625
2015-01-26 00:00:00+09:00,5000.0
2015-01-27 00:00:00+09:00,5208.33349609375
2015-01-28 00:00:00+09:00,5277.77783203125
2015-01-29 00:00:00+09:00,5090.27783203125
2015-01-30 00:00:00+09:00,4888.888671875
2015-02-02 00:00:00+09:00,4861.111328125
2015-02-03 00:00:00+09:00,4861.111328125
2015-02-04 00:00:00+09:00,5326.388671875
2015-02-05 00:00:00+09:00,5527.77783203125
2015-02-06 00:00:00+09:00,5826.388671875
2015-02-09 00:00:00+09:00,5638.888671875
2015-02-10 00:00:00+09:00,5833.33349609375
2015-02-11 00:00:00+09:00,5743.0556640625
2015-02-12 00:00:00+09:00,5618.0556640625
2015-02-13 00:00:00+09:00,6111.111328125
