Date,Open,High,Low,Close,Volume
2019-12-13,153.0,154.88999938964844,152.8300018310547,180736.73599049076,23845400
2019-12-16,155.11000061035156,155.89999389648438,154.82000732421875,182363.5940252319,24144200
2019-12-17,155.4499969482422,155.7100067138672,154.4499969482422,180594.38420766592,25425600
2019-12-18,154.3000030517578,155.47999572753906,154.17999267578125,179498.34744492173,24129200
2019-12-19,154.0,155.77000427246094,153.75,181302.5011364501,24958900
2019-12-20,157.35000610351562,158.49000549316406,156.2899932861328,182762.4680751711,53477500
2019-12-23,158.1199951171875,158.1199951171875,157.27000427246094,182485.42493151873,17718200
2019-12-24,157.47999572753906,157.7100067138672,157.1199951171875,182807.8838187009,8989200
2019-12-26,157.55999755859375,158.72999572753906,157.39999389648438,184017.53037643433,14520600
2019-12-27,159.4499969482422,159.5500030517578,158.22000122070312,184584.3520344235,18412800
2019-12-30,158.99000549316406,159.02000427246094,156.72999572753906,182911.56541376933,16348400
2019-12-31,156.77000427246094,157.77000427246094,156.4499969482422,182356.38762100227,18369400
2020-01-02,158.77999877929688,160.72999572753906,158.3300018310547,185350.65105971694,22622100
2020-01-03,158.32000732421875,159.9499969482422,158.05999755859375,183547.131222412,21116200
2020-01-06,157.0800018310547,159.10000610351562,156.50999450683594,185405.12019427493,20813700
2020-01-07,159.32000732421875,159.6699981689453,157.32000732421875,183962.0526625123,21634100
2020-01-08,158.92999267578125,160.8000030517578,157.9499969482422,186738.57087478042,27746500
2020-01-09,161.83999633789062,162.22000122070312,161.02999877929688,188228.630730249,21385000
2020-01-10,162.82000732421875,163.22000122070312,161.17999267578125,186801.07061348855,20725900
2020-01-13,161.75999450683594,163.30999755859375,161.25999450683594,188903.53775765374,21626500
2020-01-14,163.38999938964844,163.60000610351562,161.72000122070312,187088.28833466768,23477400
2020-01-15,162.6199951171875,163.94000244140625,162.57000732421875,188807.41849328578,21417900
2020-01-16,164.35000610351562,166.24000549316406,164.02999877929688,192222.13535013422,23865400
2020-01-17,167.4199981689453,167.47000122070312,165.42999267578125,193630.4773362428,34371700
2020-01-21,166.67999267578125,168.19000244140625,166.42999267578125,192735.3960571289,29517200
2020-01-22,167.39999389648438,167.49000549316406,165.67999267578125,193660.21281512454,24138800
2020-01-23,166.19000244140625,166.8000030517578,165.27000427246094,194017.06376431882,19680800
2020-01-24,167.50999450683594,167.52999877929688,164.4499969482422,192700.69213159196,24918100
2020-01-27,161.14999389648438,163.3800048828125,160.1999969482422,189729.66453472897,32078100
2020-01-28,163.77999877929688,165.75999450683594,163.07000732421875,194701.75046876818,24899900
2020-01-29,167.83999633789062,168.75,165.69000244140625,197326.00823908672,34754500
2020-01-30,174.0500030517578,174.0500030517578,170.7899932861328,203548.65336904302,51597500
2020-01-31,172.2100067138672,172.39999389648438,169.5800018310547,202083.43169687502,36142700
2020-02-03,170.42999267578125,174.5,170.39999389648438,208361.4355828613,30107000
2020-02-04,177.13999938964844,180.63999938964844,176.30999755859375,214227.51475410163,36433300
2020-02-05,184.02999877929688,184.1999969482422,178.41000366210938,212728.1412690431,39186300
2020-02-06,180.97000122070312,183.82000732421875,180.05999755859375,217318.75840556622,27751400
2020-02-07,182.85000610351562,185.6300048828125,182.47999572753906,217771.73177719116,33529100
2020-02-10,183.5800018310547,188.83999633789062,183.25,224758.67291537486,35844300
2020-02-11,190.64999389648438,190.6999969482422,183.5,218677.60099519044,53159900
2020-02-12,185.5800018310547,185.85000610351562,181.85000610351562,218090.7937157713,47062900
2020-02-13,183.0800018310547,186.22999572753906,182.8699951171875,216403.03233249485,35295800
2020-02-14,183.25,185.41000366210938,182.64999389648438,219356.16629315168,23149500
2020-02-18,185.61000061035156,187.6999969482422,185.5,221644.75221272558,27792200
2020-02-19,188.05999755859375,188.17999267578125,186.47000122070312,222850.09900643304,29997500
2020-02-20,186.9499969482422,187.25,181.10000610351562,219712.4523180481,36862400
2020-02-21,183.1699981689453,183.5,177.25,215093.7959494628,48572600
2020-02-24,167.77000427246094,174.5500030517578,163.22999572753906,206054.0379017517,68311100
2020-02-25,174.1999969482422,174.83999633789062,167.64999389648438,204650.44852160662,68073300
2020-02-26,169.7100067138672,173.25999450683594,168.2100067138672,206679.97958517447,56206100
2020-02-27,163.32000732421875,167.02999877929688,157.97999572753906,191612.91361064464,93174900
2020-02-28,152.41000366210938,163.7100067138672,152.0,196244.33593884856,97012700
2020-03-02,165.30999755859375,172.9199981689453,162.30999755859375,207365.2667241823,71030800
2020-03-03,173.8000030517578,175.0,162.25999450683594,195483.94109221175,71677000
