Date,Open,High,Low,Close,Volume
2019-12-11,5.360000133514404,5.439000129699707,5.357500076293945,5.433499813079834,233796000
2019-12-12,5.4045000076293945,5.619999885559082,5.395500183105469,5.601749897003174,404348000
2019-12-13,5.604750156402588,5.7245001792907715,5.545499801635742,5.59975004196167,454704000
2019-12-16,5.647500038146973,5.701499938964844,5.6192498207092285,5.628749847412109,320976000
2019-12-17,5.647500038146973,5.730000019073486,5.638000011444092,5.707250118255615,321196000
2019-12-18,5.742249965667725,5.798500061035156,5.733749866485596,5.737750053405762,343548000
2019-12-19,5.772500038146973,5.900000095367432,5.767499923706055,5.886499881744385,445360000
2019-12-20,5.953249931335449,6.009749889373779,5.934000015258789,5.984250068664551,603044000
2019-12-23,6.013000011444092,6.045249938964844,5.959750175476074,5.9704999923706055,355060000
2019-12-24,5.954999923706055,5.982749938964844,5.920499801635742,5.9654998779296875,138864000
2019-12-26,5.968999862670898,6.007999897003174,5.949999809265137,5.979750156402588,182852000
2019-12-27,5.994999885559082,6.008500099182129,5.895249843597412,5.921750068664551,254644000
2019-12-30,5.899750232696533,5.90500020980835,5.776500225067139,5.808000087738037,258056000
2019-12-31,5.772500038146973,5.892000198364258,5.7532501220703125,5.882500171661377,231004000
2020-01-02,5.96875,5.9977498054504395,5.918000221252441,5.9977498054504395,237536000
2020-01-03,5.877500057220459,5.9457502365112305,5.852499961853027,5.901750087738037,205384000
2020-01-06,5.808000087738037,5.9317498207092285,5.781750202178955,5.926499843597412,262636000
2020-01-07,5.954999923706055,6.044250011444092,5.909749984741211,5.9982500076293945,314856000
2020-01-08,5.99399995803833,6.051000118255615,5.953750133514404,6.009500026702881,277108000
2020-01-09,6.096250057220459,6.148250102996826,6.021500110626221,6.075500011444092,255112000
2020-01-10,6.1832499504089355,6.213749885559082,6.09375,6.107999801635742,316296000
2020-01-13,6.191500186920166,6.324749946594238,6.168749809265137,6.299499988555908,319840000
2020-01-14,6.256499767303467,6.2820000648498535,6.168749809265137,6.182000160217285,359088000
2020-01-15,6.19474983215332,6.217249870300293,6.113249778747559,6.139249801635742,263104000
2020-01-16,6.192999839782715,6.229249954223633,6.16949987411499,6.223249912261963,284192000
2020-01-17,6.242499828338623,6.25,6.1842498779296875,6.23199987411499,253792000
2020-01-21,6.195250034332275,6.232250213623047,6.164249897003174,6.198500156402588,217916000
2020-01-22,6.24399995803833,6.339749813079834,6.224999904632568,6.252749919891357,239240000
2020-01-23,6.293000221252441,6.329999923706055,6.203750133514404,6.321499824523926,244516000
2020-01-24,6.4375,6.487500190734863,6.207499980926514,6.26200008392334,373512000
2020-01-27,5.955999851226807,6.056250095367432,5.805749893188477,6.005000114440918,470536000
2020-01-28,6.071249961853027,6.231750011444092,6.017749786376953,6.199250221252441,310976000
2020-01-29,6.184750080108643,6.2210001945495605,6.098499774932861,6.138500213623047,258848000
2020-01-30,6.040249824523926,6.158750057220459,5.985000133514404,6.145249843597412,290504000
2020-01-31,6.099249839782715,6.111249923706055,5.868750095367432,5.910749912261963,370420000
2020-02-03,5.892499923706055,6.027750015258789,5.886250019073486,6.0082502365112305,255564000
2020-02-04,6.150750160217285,6.197500228881836,6.100500106811523,6.178249835968018,271544000
2020-02-05,6.299749851226807,6.309999942779541,6.1852498054504395,6.269000053405762,208220000
2020-02-06,6.303500175476074,6.356249809265137,6.2220001220703125,6.356249809265137,218284000
2020-02-07,6.315999984741211,6.338250160217285,6.264249801635742,6.289750099182129,189752000
